Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
642,977.0,2868.3,165.1,78,567,39,
643,978.5,2872.8,165.9,77,563,40,
644,980.0,2877.4,166.2,76,562,40,
645,981.5,2881.9,166.0,77,563,40,
646,983.0,2886.4,165.9,77,563,41,
647,984.5,2891.0,165.8,77,564,40,
648,986.0,2895.5,166.5,76,560,39,
649,987.5,2900.0,166.0,77,563,40,
650,989.0,2904.5,166.7,76,560,41,
651,990.5,2909.1,166.6,76,560,41,
652,992.0,2913.6,166.5,76,560,40,
653,993.5,2918.1,167.0,75,558,41,
654,994.7,2921.8,167.0,75,558,41,
655,996.2,2926.4,165.9,77,563,41,
656,997.7,2931.0,163.1,81,577,41,
657,999.2,2935.6,164.2,79,572,40,
658,1000.7,2940.2,163.4,80,576,41,
659,1002.2,2944.8,166.3,76,561,41,
660,1003.7,2949.2,167.1,75,558,41,
661,1005.2,2953.8,167.4,75,556,41,
662,1006.7,2958.2,169.2,72,548,40,
663,1008.0,2961.9,169.2,72,548,40,
664,1009.5,2966.5,168.1,74,553,41,
665,1011.0,2971.1,164.8,78,569,41,
666,1012.5,2975.7,163.5,80,575,40,
667,1014.0,2980.3,162.4,82,581,41,
668,1015.5,2984.9,164.9,78,568,40,
669,1017.0,2989.4,166.0,77,563,41,
670,1018.5,2993.9,167.9,74,554,41,
671,1019.7,2997.6,167.9,74,554,41,
672,1021.2,3002.0,169.3,72,548,41,
673,1022.7,3006.5,168.0,74,554,43,
674,1024.2,3011.0,168.1,74,553,40,
675,1025.7,3015.5,166.5,76,560,42,
676,1027.0,3019.3,166.5,76,560,42,
677,1028.5,3023.8,165.8,77,564,41,
678,1030.0,3028.4,165.6,77,565,41,
679,1031.5,3032.9,165.8,77,564,41,
680,1033.0,3037.4,166.4,76,561,41,
681,1034.5,3041.9,166.4,76,561,40,
682,1036.0,3046.4,166.9,75,559,40,
683,1037.5,3051.0,165.0,78,568,41,
684,1039.0,3055.6,164.9,78,568,41,
685,1040.5,3060.1,166.0,77,563,40,
686,1041.7,3064.0,166.0,77,563,40,
687,1043.2,3068.5,165.1,78,567,42,
688,1044.7,3073.1,165.5,77,565,41,
689,1046.2,3077.6,163.9,79,573,42,
690,1047.7,3082.1,166.6,76,560,40,
691,1049.0,3085.8,166.6,76,560,40,
692,1050.5,3090.3,168.7,73,550,41,
693,1052.0,3094.7,168.5,73,551,40,
694,1053.5,3099.3,168.0,74,554,39,
695,1055.0,3103.8,166.5,76,560,40,
696,1056.5,3108.4,165.0,78,568,40,
697,1058.2,3113.8,165.1,78,567,38,
698,1059.7,3118.2,167.1,75,558,38,
699,1061.2,3122.9,162.7,81,579,41,
700,1062.5,3126.7,162.7,81,579,41,
701,1064.0,3131.3,166.5,76,560,46,
702,1065.0,3134.2,167.9,74,554,58,
703,1066.0,3137.1,167.9,74,554,58,
704,1069.5,3146.5,187.6,53,482,18,
705,1070.7,3149.8,187.6,53,482,50,
706,1072.0,3153.2,185.6,55,488,46,
707,1073.5,3157.5,176.2,64,520,43,
708,1074.7,3161.3,176.2,64,520,43,
709,1076.2,3165.8,167.4,75,556,42,
710,1077.7,3170.3,165.9,77,563,41,
711,1079.0,3174.0,170.2,71,544,47,
712,1080.5,3178.3,173.9,67,529,42,
713,1081.7,3182.0,173.9,67,529,42,
714,1083.2,3186.7,162.3,82,581,42,
715,1084.5,3190.5,162.3,82,581,42,
716,1085.7,3194.4,160.7,84,590,46,
717,1087.0,3198.1,162.9,81,578,47,
718,1088.5,3202.6,170.5,71,543,47,
719,1089.7,3206.2,172.0,69,536,47,
720,1091.0,3209.8,174.6,66,526,46,
721,1092.2,3213.4,173.9,67,529,47,
722,1093.5,3217.0,172.5,68,534,48,
723,1094.7,3220.6,172.5,68,534,48,
724,1096.0,3224.2,172.6,68,534,45,
725,1097.5,3228.6,174.1,66,528,46,
726,1098.7,3232.2,173.7,67,529,48,
727,1099.7,3235.0,173.7,67,529,48,
728,1101.2,3239.2,181.1,59,502,46,
729,1102.5,3242.7,180.1,60,506,49,
730,1103.7,3246.1,181.6,58,501,48,
731,1104.7,3248.9,181.6,58,501,48,
732,1107.5,3256.5,183.7,56,494,23,
733,1109.0,3260.8,173.4,67,531,39,
734,1110.2,3264.4,172.9,68,533,49,
735,1111.2,3267.2,172.9,68,533,49,
736,1112.5,3270.5,178.0,62,513,50,
737,1114.2,3275.2,189.5,51,477,38,
738,1115.7,3279.7,168.5,73,551,39,
739,1117.5,3285.0,165.4,77,566,36,
740,1119.0,3289.6,162.8,81,579,37,
741,1120.7,3295.0,162.5,82,580,36,
742,1122.2,3299.7,162.4,82,581,37,
743,1124.0,3305.1,163.2,81,577,36,
744,1125.7,3310.4,165.0,78,568,35,
745,1127.2,3314.9,165.0,78,568,35,
746,1129.0,3320.3,162.9,81,578,37,
747,1130.5,3324.9,163.3,80,576,38,
748,1132.2,3330.2,165.2,78,567,37,
749,1133.7,3334.7,165.6,77,565,37,
750,1135.5,3340.1,165.5,77,565,37,
751,1137.0,3344.6,165.0,78,568,37,
752,1138.7,3349.9,164.4,79,571,36,
753,1140.2,3354.6,163.0,81,578,39,
754,1141.7,3359.2,161.6,83,585,40,
755,1143.2,3363.8,161.6,83,585,40,
756,1145.0,3369.2,164.0,79,573,38,
757,1146.5,3373.7,165.7,77,564,39,
758,1148.2,3379.0,167.2,75,557,36,
759,1149.7,3383.4,168.3,73,552,37,
760,1151.2,3387.8,168.3,73,552,37,
761,1153.0,3393.1,167.7,74,555,37,
762,1154.5,3397.6,167.7,74,555,37,
763,1156.2,3403.0,163.2,81,577,38,
764,1157.7,3407.6,163.2,81,577,38,
765,1159.2,3412.2,163.6,80,575,38,
766,1161.0,3417.6,164.3,79,571,36,
767,1162.5,3422.1,164.7,78,569,38,
768,1164.2,3427.4,166.0,77,563,36,
769,1166.0,3432.7,165.8,77,564,35,
770,1167.5,3437.3,165.8,77,564,35,
771,1169.2,3442.8,160.5,85,591,37,
772,1170.7,3447.4,160.5,85,591,37,
773,1172.5,3452.8,164.9,78,568,36,
774,1174.0,3457.3,164.9,78,568,36,
775,1175.7,3462.6,165.6,77,565,38,
776,1177.2,3467.2,165.6,77,565,38,
777,1179.0,3472.6,163.7,80,574,37,
778,1180.5,3477.1,163.7,80,574,37,
779,1182.2,3482.5,163.6,80,575,37,
780,1184.0,3487.9,164.3,79,571,36,
781,1185.5,3492.4,164.5,79,570,37,
782,1187.2,3497.8,163.8,80,574,36,
783,1188.7,3502.4,165.5,77,565,37,
784,1190.5,3507.7,164.5,79,570,37,
785,1191.9,3512.3,164.5,79,570,37,
786,1193.7,3517.7,161.8,83,584,37,
787,1195.2,3522.4,161.8,83,584,37,
788,1197.0,3527.8,162.9,81,578,37,
789,1198.7,3533.1,162.9,81,578,36,
790,1200.2,3537.8,161.6,83,585,37,
791,1202.0,3543.2,162.7,81,579,36,
792,1203.5,3547.8,162.7,81,579,36,
793,1205.2,3553.1,164.5,79,570,36,
794,1206.9,3558.5,163.9,79,573,36,
795,1208.5,3563.1,162.8,81,579,37,
796,1210.2,3568.5,161.7,83,584,36,
797,1211.7,3573.2,161.7,83,584,36,
798,1213.5,3578.6,161.9,82,583,37,
799,1215.2,3584.0,162.6,81,580,36,
800,1216.7,3588.6,164.7,78,569,36,
801,1218.4,3594.0,162.5,82,580,36,
802,1219.9,3598.6,162.5,82,580,36,
803,1221.7,3604.0,163.3,80,576,36,
804,1223.5,3609.4,162.0,82,583,36,
805,1224.9,3614.1,160.5,85,591,37,
806,1226.7,3619.5,160.9,84,589,36,
807,1228.2,3624.2,160.9,84,589,36,
808,1230.0,3629.7,160.5,85,591,36,
809,1231.5,3634.4,160.5,85,591,36,
810,1233.2,3639.7,162.3,82,581,38,
811,1234.4,3643.5,162.3,82,581,38,
812,1236.2,3648.6,171.5,69,538,36,
813,1237.7,3652.9,171.5,69,538,36,
814,1239.4,3658.1,169.7,72,546,38,
815,1241.0,3662.7,169.7,72,546,38,
816,1242.7,3668.0,165.1,78,567,37,
817,1244.2,3672.5,165.1,78,567,37,
818,1245.9,3677.9,163.8,80,574,37,
819,1247.5,3682.5,163.8,80,574,37,
820,1249.2,3687.9,164.1,79,572,37,
821,1250.7,3692.4,164.1,79,572,37,
822,1252.5,3697.8,163.9,79,573,37,
823,1253.9,3702.3,163.9,79,573,37,
824,1255.7,3707.7,165.1,78,567,37,
825,1257.2,3712.2,164.2,79,572,38,
826,1258.9,3717.6,163.4,80,576,37,
827,1260.5,3722.3,162.6,81,580,38,
828,1261.9,3726.8,162.6,81,580,38,
829,1263.7,3732.1,166.1,76,562,36,
830,1265.5,3737.3,167.4,75,556,35,
831,1267.0,3741.9,166.9,75,559,37,
832,1268.7,3747.1,166.2,76,562,37,
833,1270.2,3751.6,166.2,76,562,37,
834,1272.0,3757.0,164.1,79,572,36,
835,1273.4,3761.6,164.1,79,572,36,
836,1275.2,3766.9,163.9,79,573,37,
837,1276.7,3771.5,163.9,79,573,37,
838,1278.5,3776.9,163.0,81,578,37,
839,1280.0,3781.5,163.0,81,578,37,
840,1281.7,3786.9,162.4,82,581,37,
841,1283.2,3791.5,162.4,82,581,37,
842,1285.0,3797.0,163.1,81,577,37,
843,1286.7,3802.3,163.5,80,575,36,
844,1288.2,3806.9,162.7,81,579,37,
845,1289.9,3812.3,162.8,81,579,37,
846,1291.4,3816.9,162.8,81,579,37,
847,1293.2,3822.3,162.8,81,579,36,
848,1294.7,3826.9,162.8,81,579,36,
849,1296.4,3832.4,161.9,82,583,37,
850,1298.0,3837.0,161.9,82,583,37,
851,1299.7,3842.3,164.1,79,572,37,
852,1301.2,3846.9,164.1,79,572,37,
853,1302.9,3852.2,164.5,79,570,36,
854,1304.4,3856.7,164.5,79,570,36,
855,1306.2,3862.1,165.8,77,564,37,
856,1307.7,3866.7,165.8,77,564,37,
857,1309.5,3872.0,165.2,78,567,37,
858,1311.2,3877.2,165.8,77,564,36,
859,1312.7,3881.8,164.4,79,571,37,
860,1314.2,3886.5,163.2,81,577,39,
861,1315.9,3891.8,163.3,80,576,37,
862,1317.4,3896.4,163.3,80,576,37,
863,1318.9,3901.0,163.5,80,575,37,
864,1320.7,3906.4,164.0,79,573,37,
865,1322.2,3910.9,163.0,81,578,38,
866,1323.9,3916.3,163.9,79,573,36,
867,1325.4,3920.9,163.9,79,573,36,
868,1327.2,3926.2,166.2,76,562,38,
869,1328.7,3930.7,168.5,73,551,37,
870,1330.4,3935.9,167.5,74,556,36,
871,1332.0,3940.4,166.7,76,560,38,
872,1333.7,3945.7,166.1,76,562,36,
873,1335.2,3950.3,163.7,80,574,38,
874,1336.7,3954.8,163.7,80,574,38,
875,1338.4,3960.2,163.9,79,573,38,
876,1339.9,3964.8,163.9,79,573,38,
877,1341.7,3970.1,165.9,77,563,36,
878,1343.2,3974.6,165.9,77,563,36,
879,1345.0,3980.0,163.0,81,578,37,
880,1346.4,3984.5,163.0,81,578,37,
881,1348.2,3989.9,164.4,79,571,37,
882,1349.7,3994.5,164.4,79,571,37,
883,1351.4,3999.9,163.5,80,575,37,
884,1353.0,4004.5,163.5,80,575,37,
885,1354.7,4009.8,164.7,78,569,37,
886,1356.2,4014.3,165.5,77,565,39,
887,1357.7,4018.9,165.5,77,565,39,
888,1359.4,4024.4,161.6,83,585,37,
889,1360.9,4029.0,161.6,83,585,37,
890,1362.7,4034.3,165.4,77,566,37,
891,1364.2,4038.8,165.8,77,564,38,
892,1365.9,4044.1,166.4,76,561,37,
893,1367.4,4048.6,165.9,77,563,37,
894,1369.2,4053.9,165.9,77,563,37,
895,1370.7,4058.4,165.8,77,564,38,
896,1372.2,4063.0,165.8,77,564,38,
897,1373.9,4068.2,169.2,72,548,36,
898,1375.7,4073.4,168.3,73,552,36,
899,1377.2,4077.9,168.3,73,552,36,
900,1378.9,4083.3,164.5,79,570,37,
901,1380.7,4088.6,166.3,76,561,36,
902,1382.4,4093.9,164.1,79,572,34,
903,1383.9,4098.6,159.4,86,597,37,
904,1385.7,4104.0,161.8,83,584,37,
905,1387.2,4108.6,161.8,83,584,37,
906,1388.9,4114.0,163.7,80,574,35,
907,1390.7,4119.4,163.4,80,576,36,
908,1392.2,4123.9,163.4,80,576,36,
909,1393.9,4129.3,164.2,79,572,36,
910,1395.7,4134.6,165.1,78,567,35,
911,1397.2,4139.1,165.1,78,567,35,
912,1398.9,4144.5,165.1,78,567,36,
913,1400.7,4149.8,164.4,79,571,36,
914,1402.4,4155.2,165.2,78,567,35,
915,1403.9,4159.7,165.2,78,567,35,
916,1405.7,4165.0,164.7,78,569,36,
917,1407.4,4170.4,162.6,81,580,36,
918,1408.9,4175.0,163.4,80,576,37,
919,1410.7,4180.3,164.6,78,570,36,
920,1412.2,4184.9,164.6,78,570,36,
921,1413.9,4190.2,164.5,79,570,36,
922,1415.7,4195.6,163.2,81,577,35,
923,1417.4,4201.0,162.2,82,582,35,
924,1418.9,4205.7,162.2,82,582,35,
925,1420.7,4211.2,159.9,86,594,37,
926,1422.2,4215.8,159.9,86,594,37,
927,1423.9,4221.2,165.7,77,564,36,
928,1425.7,4226.6,162.8,81,579,36,
929,1427.2,4231.1,163.8,80,574,36,
930,1428.9,4236.4,165.5,77,565,37,
931,1430.4,4240.9,165.5,77,565,37,
932,1432.2,4246.0,169.9,71,545,38,
933,1433.7,4250.5,171.0,70,540,38,
934,1435.2,4255.0,171.0,70,540,38,
935,1436.9,4260.4,160.9,84,589,38,
936,1438.4,4265.1,161.5,83,585,38,
937,1439.9,4269.7,161.5,83,585,38,
938,1441.4,4274.3,162.1,82,582,37,
939,1443.2,4279.5,167.9,74,554,39,
940,1444.7,4284.1,163.8,80,574,38,
941,1446.2,4288.7,162.4,82,581,38,
942,1447.9,4294.1,164.3,79,571,38,
943,1449.4,4298.6,165.0,78,568,37,
944,1451.2,4303.9,166.1,76,562,37,
945,1452.7,4308.6,163.3,80,576,39,
946,1454.2,4313.2,162.0,82,583,38,
947,1455.7,4317.8,162.0,82,583,38,
948,1457.4,4323.2,162.4,82,581,39,
949,1458.9,4327.8,163.7,80,574,38,
950,1460.4,4332.4,163.7,80,574,38,
951,1462.2,4337.7,164.7,78,569,37,
952,1463.7,4342.2,165.2,78,567,38,
953,1465.2,4346.8,165.2,78,567,38,
954,1466.9,4352.2,162.9,81,578,38,
955,1468.4,4356.8,164.7,78,569,38,
956,1469.9,4361.4,164.7,78,569,38,
957,1471.7,4366.8,161.6,83,585,38,
958,1473.2,4371.4,162.9,81,578,39,
959,1474.7,4376.0,162.9,81,578,39,
960,1476.4,4381.4,164.6,78,570,38,
961,1477.9,4385.9,166.4,76,561,38,
962,1479.4,4390.4,166.4,76,561,38,
963,1481.2,4395.7,165.9,77,563,38,
964,1482.7,4400.3,164.9,78,568,38,
965,1484.4,4405.5,166.6,76,560,36,
966,1485.9,4410.0,167.0,75,558,37,
967,1487.4,4414.5,167.0,75,558,37,
968,1489.2,4419.8,168.1,74,553,38,
969,1490.7,4424.2,168.1,74,553,38,
970,1492.4,4429.5,167.5,74,556,37,
971,1494.2,4434.8,165.5,77,565,37,
972,1495.7,4439.4,163.4,80,576,37,
973,1497.2,4444.0,163.4,80,576,37,
974,1498.9,4449.4,162.5,82,580,37,
975,1500.4,4454.0,162.5,82,580,37,
976,1502.2,4459.5,162.1,82,582,37,
977,1503.7,4464.1,162.1,82,582,37,
978,1505.4,4469.3,166.8,75,559,36,
979,1506.9,4473.8,166.8,75,559,36,
980,1508.7,4479.1,165.9,77,563,38,
981,1510.4,4484.5,163.8,80,574,37,
982,1512.2,4489.9,163.5,80,575,35,
983,1513.7,4494.6,163.5,80,575,35,
984,1515.4,4500.2,157.1,90,610,36,
985,1516.9,4504.9,159.2,87,598,40,
986,1518.4,4509.5,159.2,87,598,40,
987,1520.2,4515.0,160.1,85,593,37,
988,1521.7,4519.6,160.1,85,593,37,
989,1523.4,4525.0,164.2,79,572,37,
990,1525.2,4530.3,165.5,77,565,35,
991,1526.7,4534.8,165.5,77,565,35,
992,1528.4,4540.1,166.9,75,559,36,
993,1530.2,4545.3,166.6,76,560,36,
994,1531.7,4549.9,166.6,76,560,36,
995,1533.4,4555.2,164.5,79,570,36,
996,1535.2,4560.6,163.3,80,576,37,
997,1536.7,4565.1,164.7,78,569,37,
998,1538.4,4570.5,164.7,78,569,36,
999,1539.9,4575.0,164.7,78,569,36,
1000,1541.7,4580.3,166.4,76,561,36,
1001,1543.4,4585.7,164.5,79,570,36,
1002,1544.9,4590.3,164.5,79,570,36,
1003,1546.7,4595.8,160.2,85,592,37,
1004,1548.4,4601.2,161.1,84,588,36,
1005,1549.9,4605.9,161.1,84,588,36,
1006,1551.7,4611.4,159.0,87,599,36,
1007,1553.4,4616.9,159.9,86,594,35,
1008,1554.9,4621.6,159.9,86,594,35,
1009,1556.7,4627.0,160.9,84,589,36,
1010,1558.4,4632.4,161.9,82,583,35,
1011,1560.2,4637.8,163.6,80,575,35,
1012,1561.9,4643.2,163.1,81,577,35,
1013,1563.4,4647.7,163.1,81,577,35,
1014,1565.2,4653.1,164.2,79,572,35,
1015,1566.9,4658.5,163.1,81,577,35,
1016,1568.7,4663.9,162.1,82,582,35,
1017,1570.4,4669.3,164.1,79,572,36,
1018,1571.9,4673.8,164.1,79,572,36,
1019,1573.7,4679.2,161.2,84,587,37,
1020,1575.2,4683.9,161.2,84,587,37,
1021,1576.9,4689.3,162.1,82,582,37,
1022,1578.4,4693.9,162.1,82,582,37,
1023,1580.2,4699.3,164.0,79,573,37,
1024,1581.7,4703.9,162.1,82,582,38,
1025,1583.4,4709.3,162.1,82,582,37,
1026,1584.9,4714.0,160.1,85,593,38,
1027,1586.4,4718.7,160.1,85,593,38,
1028,1588.2,4724.2,161.0,84,588,38,
1029,1589.7,4728.7,163.6,80,575,38,
1030,1591.2,4733.3,163.6,80,575,38,
1031,1592.9,4738.6,164.8,78,569,37,
1032,1594.4,4743.2,164.8,78,569,37,
1033,1596.2,4748.5,164.5,79,570,37,
1034,1597.7,4753.0,164.9,78,568,37,
1035,1599.4,4758.4,165.0,78,568,36,
1036,1600.9,4762.9,167.1,75,558,38,
1037,1602.7,4768.1,167.0,75,558,37,
1038,1604.2,4772.8,159.5,86,596,37,
1039,1605.9,4778.4,158.8,87,600,37,
1040,1607.4,4783.1,159.9,86,594,37,
1041,1609.2,4788.5,162.6,81,580,36,
1042,1610.7,4793.0,162.6,81,580,36,
1043,1612.4,4798.4,164.1,79,572,37,
1044,1613.9,4803.0,164.1,79,572,37,
1045,1615.7,4808.4,163.5,80,575,37,
1046,1617.2,4813.0,163.5,80,575,37,
1047,1618.9,4818.4,161.2,84,587,38,
1048,1620.4,4823.1,160.1,85,593,38,
1049,1621.9,4827.9,160.1,85,593,38,
1050,1623.4,4832.4,159.0,87,599,37,
1051,1625.2,4837.9,160.7,84,590,38,
1052,1626.7,4842.6,160.7,84,590,38,
1053,1628.4,4848.0,162.0,82,583,36,
1054,1629.9,4852.6,162.0,82,583,36,
1055,1631.7,4858.1,160.6,84,590,36,
1056,1633.2,4862.8,160.6,84,590,36,
1057,1634.9,4868.3,161.2,84,587,36,
1058,1636.7,4873.6,163.2,81,577,36,
1059,1638.2,4878.2,163.8,80,574,38,
1060,1639.9,4883.5,165.0,78,568,37,
1061,1641.4,4888.1,164.6,78,570,37,
1062,1642.9,4892.7,164.6,78,570,37,
1063,1644.7,4898.2,161.8,83,584,36,
1064,1646.4,4903.6,161.4,83,586,37,
1065,1647.9,4908.3,160.3,85,592,37,
1066,1649.7,4913.8,160.2,85,592,37,
1067,1651.2,4918.4,161.7,83,584,37,
1068,1652.9,4923.8,162.0,82,583,36,
1069,1654.4,4928.4,162.0,82,583,36,
1070,1656.2,4933.9,162.0,82,583,37,
1071,1657.7,4938.5,162.0,82,583,37,
1072,1659.4,4944.0,160.5,85,591,36,
1073,1661.2,4949.5,160.9,84,589,37,
1074,1662.7,4954.0,164.8,78,569,38,
1075,1664.2,4958.7,164.8,78,569,38,
1076,1665.9,4964.3,158.0,89,605,37,
1077,1667.4,4969.1,158.0,89,605,37,
1078,1669.2,4974.6,159.4,86,597,37,
1079,1670.7,4979.3,159.4,86,597,37,
1080,1672.4,4984.8,159.9,86,594,37,
1081,1673.9,4989.5,159.9,86,594,37,
1082,1675.7,4994.8,163.4,80,576,36,
1083,1677.4,5000.2,163.5,80,575,36,
1084,1678.9,5004.8,163.5,80,575,36,
1085,1680.4,5009.3,166.0,77,563,43,
1086,1681.7,5013.1,166.0,77,563,43,
1087,1682.7,5016.0,171.7,69,537,64,
1088,1683.7,5018.9,174.3,66,527,61,
1089,1684.9,5022.4,176.8,63,517,51,
1090,1685.9,5025.3,176.0,64,520,54,
1091,1687.2,5028.9,174.8,66,525,52,
1092,1688.2,5031.8,170.2,71,544,58,
1093,1689.2,5034.7,170.2,71,544,58,
1094,1690.4,5038.4,169.7,72,546,54,
1095,1691.4,5041.4,169.5,72,547,57,
1096,1692.4,5044.3,169.5,72,547,57,
1097,1693.7,5048.0,169.8,71,546,54,
1098,1694.9,5051.6,170.7,70,542,50,
1099,1695.9,5054.5,174.5,66,526,49,
1100,1697.2,5058.0,174.8,66,525,57,
1101,1698.4,5061.6,173.9,67,529,57,
1102,1699.4,5064.5,174.4,66,527,55,
1103,1700.7,5068.1,172.1,69,536,50,
1104,1701.9,5071.8,171.0,70,540,52,
1105,1702.9,5074.6,171.0,70,540,52,
1106,1704.2,5078.3,172.9,68,533,54,
1107,1705.2,5081.2,172.9,68,533,54,
1108,1706.4,5084.8,172.2,69,535,51,
1109,1707.7,5088.4,172.1,69,536,53,
1110,1708.7,5091.3,172.1,69,536,53,
1111,1709.9,5094.9,173.4,67,531,50,
1112,1711.2,5098.5,174.3,66,527,54,
1113,1712.2,5101.3,174.3,66,527,54,
1114,1713.4,5104.9,177.1,63,516,50,
1115,1714.7,5108.4,177.7,62,514,53,
1116,1716.9,5114.4,177.7,62,514,53,
1117,1719.9,5121.9,186.0,54,487,25,
1118,1721.4,5125.9,184.4,56,492,41,
1119,1722.9,5130.5,184.4,56,492,41,
1120,1724.7,5135.9,160.6,84,590,37,
1121,1726.2,5140.7,157.8,89,606,38,
1122,1727.4,5144.6,157.8,89,606,38,
1123,1727.7,5145.3,162.0,82,583,45,
1124,1729.4,5150.5,171.5,69,538,37,
1125,1730.9,5155.0,164.6,78,570,38,
1126,1732.7,5160.5,162.6,81,580,37,
1127,1734.2,5165.0,162.6,81,580,37,
1128,1735.9,5170.4,163.5,80,575,37,
1129,1737.4,5174.9,163.5,80,575,37,
1130,1739.2,5180.3,164.2,79,572,37,
1131,1740.7,5184.8,164.2,79,572,37,
1132,1742.4,5190.2,165.7,77,564,37,
1133,1743.9,5194.6,165.7,77,564,37,
1134,1745.7,5199.9,168.4,73,552,37,
1135,1747.2,5204.4,168.4,73,552,37,
1136,1748.9,5209.9,162.2,82,582,38,
1137,1750.4,5214.5,161.3,83,587,38,
1138,1752.2,5219.9,162.3,82,581,37,
1139,1753.7,5224.5,162.3,82,581,37,
1140,1755.4,5229.9,163.7,80,574,37,
1141,1756.9,5234.5,163.7,80,574,37,
1142,1758.7,5239.9,164.7,78,569,36,
1143,1760.4,5245.1,167.3,75,557,36,
1144,1761.9,5249.6,167.3,75,557,36,
1145,1763.7,5255.0,163.0,81,578,37,
1146,1765.2,5259.7,163.0,81,578,37,
1147,1766.9,5265.1,160.8,84,589,37,
1148,1768.4,5269.8,160.8,84,589,37,
1149,1770.2,5275.3,161.0,84,588,37,
1150,1771.7,5279.9,161.3,83,587,37,
1151,1773.4,5285.3,161.4,83,586,36,
1152,1774.9,5290.0,159.6,86,596,38,
1153,1776.7,5295.5,160.5,85,591,35,
1154,1778.2,5300.3,160.5,85,591,35,
1155,1779.9,5305.8,159.3,87,597,38,
1156,1781.2,5309.7,159.3,87,597,38,
1157,1782.9,5314.9,167.3,75,557,38,
1158,1784.4,5319.6,162.9,81,578,39,
1159,1785.9,5324.2,162.9,81,578,39,
1160,1787.7,5329.5,163.3,80,576,37,
1161,1789.1,5334.1,165.5,77,565,38,
1162,1790.7,5338.5,165.5,77,565,38,
1163,1792.4,5343.8,165.4,77,566,37,
1164,1793.9,5348.4,165.4,77,566,37,
1165,1795.7,5353.8,162.7,81,579,36,
1166,1797.2,5358.4,162.7,81,579,36,
1167,1798.9,5363.8,164.9,78,568,37,
1168,1800.7,5369.1,165.0,78,568,36,
1169,1802.2,5373.6,165.0,78,568,36,
1170,1803.9,5378.9,165.8,77,564,37,
1171,1805.4,5383.4,166.6,76,560,37,
1172,1807.2,5388.7,166.5,76,560,36,
1173,1808.6,5393.1,166.5,76,560,36,
1174,1810.4,5398.3,167.5,74,556,36,
1175,1812.1,5403.6,167.3,75,557,37,
1176,1813.9,5408.9,166.3,76,561,35,
1177,1815.4,5413.4,166.3,76,561,35,
1178,1817.1,5418.7,164.6,78,570,35,
1179,1818.9,5424.0,166.5,76,560,35,
1180,1820.6,5429.3,166.8,75,559,36,
1181,1822.2,5433.9,166.8,75,559,36,
1182,1823.9,5439.2,164.0,79,573,36,
1183,1825.7,5444.6,165.0,78,568,36,
1184,1827.4,5450.0,163.1,81,577,35,
1185,1828.9,5454.5,162.8,81,579,37,
1186,1830.6,5459.9,163.2,81,577,35,
1187,1832.1,5464.6,163.2,81,577,35,
1188,1833.9,5470.0,160.6,84,590,36,
1189,1835.7,5475.5,162.0,82,583,36,
1190,1837.2,5480.1,163.0,81,578,38,
1191,1838.7,5484.7,163.0,81,578,38,
1192,1840.4,5490.0,164.4,79,571,37,
1193,1841.9,5494.6,164.4,79,571,37,
1194,1843.6,5500.0,162.4,82,581,36,
1195,1845.4,5505.4,163.7,80,574,37,
1196,1846.9,5510.0,163.9,79,573,37,
1197,1848.7,5515.4,162.6,81,580,36,
1198,1850.2,5520.0,162.6,81,580,36,
1199,1851.9,5525.4,162.8,81,579,36,
1200,1853.4,5530.0,162.8,81,579,36,
1201,1855.1,5535.4,163.0,81,578,38,
1202,1856.6,5540.0,161.7,83,584,38,
1203,1858.4,5545.5,162.8,81,579,37,
1204,1859.9,5550.1,162.8,81,579,38,
1205,1861.4,5554.6,162.8,81,579,38,
1206,1863.2,5560.0,164.3,79,571,36,
1207,1864.9,5565.3,164.8,78,569,36,
1208,1866.4,5569.8,164.8,78,569,36,
1209,1868.1,5575.3,162.8,81,579,37,
1210,1869.6,5579.9,161.1,84,588,38,
1211,1871.2,5584.6,161.1,84,588,38,
1212,1872.9,5589.9,162.5,82,580,37,
1213,1874.4,5594.6,162.5,82,580,37,
1214,1876.1,5599.9,164.0,79,573,37,
1215,1877.6,5604.4,164.0,79,573,37,
1216,1879.4,5609.7,167.8,74,554,36,
1217,1881.2,5615.0,167.8,74,554,37,
1218,1882.7,5619.4,167.3,75,557,37,
1219,1884.4,5624.7,166.0,77,563,36,
1220,1885.9,5629.3,166.0,77,563,36,
1221,1887.7,5634.5,166.7,76,560,36,
1222,1889.4,5639.7,167.2,75,557,35,
1223,1890.9,5644.3,163.4,80,576,38,
1224,1892.6,5649.8,163.4,80,576,36,
1225,1894.2,5654.4,163.4,80,576,36,
1226,1895.9,5659.9,161.3,83,587,37,
1227,1897.4,5664.5,161.3,83,587,37,
1228,1899.2,5669.9,163.0,81,578,36,
1229,1900.9,5675.3,161.8,83,584,35,
1230,1902.4,5679.9,161.8,83,584,35,
1231,1904.1,5685.3,162.6,81,580,35,
1232,1905.9,5690.7,163.3,80,576,36,
1233,1907.4,5695.3,163.3,80,576,36,
1234,1909.2,5700.7,163.5,80,575,35,
1235,1910.9,5706.0,164.3,79,571,36,
1236,1912.4,5710.6,164.3,79,571,36,
1237,1914.1,5715.9,165.6,77,565,37,
